rpt_rec_num,Provider CCN,Hospital Name,Street Address,City,State Code,Zip Code,County,Medicare CBSA Number,Rural Versus Urban,CCN Facility Type,Provider Type,Type of Control,Fiscal Year Begin Date,Fiscal Year End Date,FTE - Employees on Payroll,Number of Interns and Residents (FTE),Total Days Title V,Total Days Title XVIII,Total Days Title XIX,Total Days (V + XVIII + XIX + Unknown),Number of Beds,Total Bed Days Available,Total Discharges Title V,Total Discharges Title XVIII,Total Discharges Title XIX,Total Discharges (V + XVIII + XIX + Unknown),Number of Beds + Total for all Subproviders,Hospital Total Days Title V For Adults & Peds,Hospital Total Days Title XVIII For Adults & Peds,Hospital Total Days Title XIX For Adults & Peds,Hospital Total Days (V + XVIII + XIX + Unknown) For Adults & Peds,Hospital Number of Beds For Adults & Peds,Hospital Total Bed Days Available For Adults & Peds,Hospital Total Discharges Title V For Adults & Peds,Hospital Total Discharges Title XVIII For Adults & Peds,Hospital Total Discharges Title XIX For Adults & Peds,Hospital Total Discharges (V + XVIII + XIX + Unknown) For Adults & Peds,Cost of Charity Care,Total Bad Debt Expense,Cost of Uncompensated Care,Total Unreimbursed and Uncompensated Care,Total Salaries From Worksheet A,Overhead Non-Salary Costs,Depreciation Cost,Total Costs,Inpatient Total Charges,Outpatient Total Charges,Combined Outpatient + Inpatient Total Charges,Wage-Related Costs (Core),Wage-Related Costs (RHC/FQHC),Total Salaries (adjusted),Contract Labor: Direct Patient Care,Wage Related Costs for Part - A Teaching Physicians,Wage Related Costs for Interns and Residents,Accounts Receivable,Less: Allowances for Uncollectible Notes and Accounts Receivable,Other Current Assets,Total Current Assets,Fixed Equipment,Major Movable Equipment,Total Assets,"Salaries, Wages, and Fees Payable",Other Current Liabilities,Total Current Liabilities,Mortgage Payable,Notes Payable,Other Long Term Liabilities,Total Long Term Liabilities,Total Liabilities,General Fund Balance,Total Liabilities and Fund Balances,DRG Amounts Other Than Outlier Payments,Disproportionate Share Adjustment,Allowable DSH Percentage,Managed Care Simulated Payments,Total IME Payment,Inpatient Revenue,Outpatient Revenue,Total Patient Revenue,Less Contractual Allowance and Discounts on Patients' Accounts,Net Patient Revenue,Less Total Operating Expense,Net Income from Service to Patients,Total Other Income,Total Income,Total Other Expenses,Net Income,Cost To Charge Ratio,Net Revenue from Medicaid,Net Revenue from Stand-Alone CHIP
761398,342015,CAROLINAS CONTINUECARE PINEVILLE,10648 PARK RD,CHARLOTTE,NC,28210,MECKLENBURG,16740.0,U,LTCH,2,2,8/1/2022,7/31/2023,102.05,,,5190.0,50.0,12182.0,40.0,14600.0,,189.0,1.0,399.0,40.0,,5190.0,50.0,12182.0,40.0,14600.0,,189.0,1.0,399.0,,,,,9680320.0,10614203.0,214953.0,18675934.0,72549384.0,,72549384.0,,,,,,,6187017.0,-1759954.0,10380.0,5610733.0,,3159581.0,20455793.0,902368.0,1185978.0,15189616.0,,,376518.0,376518.0,15566134.0,4889659.0,20455793.0,,,,,,72549384.0,,72549384.0,51874389.0,20674995.0,20294523.0,380472.0,145971.0,526443.0,,526443.0,,,
761400,371337,EASTERN OKLAHOMA MEDICAL CENTER,105 WALL STREET,POTEAU,OK,74953,LE FLORE,99937.0,R,CAH,1,9,7/1/2022,6/30/2023,142.7,,,1765.0,302.0,4301.0,25.0,9125.0,,260.0,100.0,526.0,25.0,,686.0,262.0,1303.0,25.0,9125.0,,260.0,100.0,526.0,8718.0,2624556.0,1183009.0,3088825.0,12079207.0,12414415.0,936915.0,22878256.0,8550501.0,41239342.0,49789843.0,,,,,,,17949884.0,-6863255.0,,17237149.0,,4322936.0,25945705.0,483648.0,231729.0,10431784.0,,2639359.0,228864.0,2868223.0,13300007.0,12657036.0,25957043.0,,,,,,8402176.0,41292302.0,49694478.0,28968754.0,20725724.0,24493622.0,-3767898.0,3756559.0,-11339.0,,-11339.0,0.459496,3494645.0,
761403,394051,PENNSYLVANIA PSYCHIATRIC INSTITUTE,2501 N. 3RD STREET,HARRISBURG,PA,17110,DAUPHIN,25420.0,U,PH,4,2,7/1/2022,6/30/2023,296.0,,,1449.0,2070.0,21493.0,89.0,32485.0,,96.0,138.0,1416.0,89.0,,1449.0,2070.0,21493.0,89.0,32485.0,,96.0,138.0,1416.0,,,,,18299138.0,21237317.0,319522.0,37926464.0,52877611.0,8421914.0,61299525.0,,,,,,,26361064.0,-22657027.0,,7831999.0,24923.0,1603112.0,9091266.0,1895584.0,172615.0,8328306.0,,,465342.0,465342.0,8793648.0,297618.0,9091266.0,,,,,,52877611.0,8421914.0,61299525.0,39725242.0,21574283.0,39536455.0,-17962172.0,1416820.0,-16545352.0,,-16545352.0,,,
761408,450087,MEDICAL CITY NORTH HILLS,4401 BOOTH CALLOWAY ROAD,NORTH RICHLAND HILLS,TX,76180,TARRANT,23104.0,U,STH,1,4,6/1/2022,5/31/2023,550.92,38.29,,7335.0,128.0,34871.0,142.0,51830.0,,1559.0,30.0,8295.0,142.0,,6097.0,105.0,29474.0,122.0,44530.0,,1559.0,30.0,8295.0,11945928.0,11161267.0,12831904.0,12847310.0,46221247.0,79776440.0,6549753.0,100475812.0,943185921.0,615741598.0,1558927519.0,8957973.0,,46744924.0,,,415765.0,41948855.0,-13992453.0,,29035850.0,51476390.0,48766131.0,84260552.0,3091713.0,1292316.0,11651391.0,,622986.0,1692747.0,-102299824.0,-90648433.0,174908985.0,84260552.0,,248292.0,0.0589,29722477.0,2374289.0,943183636.0,615739319.0,1558922955.0,1387663112.0,171259843.0,125611207.0,45648636.0,364730.0,46013366.0,-1.0,46013367.0,0.064452,12459046.0,12516.0
761413,450743,TEXAS HEALTH DENTON,207 NORTH BONNIE BRAE,DENTON,TX,76201,DENTON,19124.0,U,STH,1,2,5/1/2022,4/30/2023,907.38,8.09,,12331.0,1827.0,51409.0,214.0,78110.0,,2469.0,778.0,11443.0,214.0,,11525.0,656.0,44287.0,173.0,63145.0,,2469.0,778.0,11443.0,16610285.0,33073159.0,23976334.0,28493557.0,88294489.0,170664224.0,16696663.0,230953321.0,620775803.0,423293465.0,1044069268.0,19081168.0,,88294489.0,9323811.0,,,35516699.0,,4947326.0,139840108.0,27908750.0,60947025.0,332602525.0,6808100.0,14769640.0,124785274.0,,596966.0,448230.0,1045196.0,125830470.0,206772055.0,332602525.0,,695531.0,0.1055,31477240.0,584220.0,620775800.0,423293465.0,1044069265.0,776352825.0,267716440.0,258958713.0,8757727.0,2602024.0,11359751.0,,11359751.0,0.221205,11680227.0,
761414,453096,VIBRA REHABILITATION HOSPITAL OF AMA,7200 W. 9TH AVE.,AMARILLO,TX,79106,POTTER,11100.0,U,RH,5,4,8/1/2022,7/31/2023,96.75,,,5882.0,,8496.0,44.0,16060.0,,503.0,,703.0,44.0,,5882.0,,8496.0,44.0,16060.0,,503.0,,703.0,,,,,6410723.0,6039187.0,34914.0,12453605.0,29527014.0,,29527014.0,,,,,,,1639732.0,-483221.0,,1408356.0,949488.0,2099.0,17046780.0,558624.0,1150516.0,368358.0,,,13837232.0,13837232.0,14205590.0,2841190.0,17046780.0,,,,,,22685911.0,,22685911.0,9713183.0,12972728.0,12449910.0,522818.0,401037.0,923855.0,,923855.0,,,
761416,461333,GARFIELD MEMORIAL HOSPITAL,200 NORTH 400 EAST,PANGUITCH,UT,84759,GARFIELD,99946.0,R,CAH,1,2,1/1/2022,12/31/2022,73.32,,,918.0,68.0,1484.0,15.0,5475.0,,103.0,28.0,275.0,36.0,,315.0,60.0,722.0,15.0,5475.0,,103.0,28.0,275.0,595101.0,407850.0,873863.0,876229.0,9352664.0,8705082.0,302853.0,16599695.0,6450221.0,17485537.0,23935758.0,,,,,,,4937088.0,-3570697.0,-1197.0,5095047.0,3115901.0,4179111.0,7324697.0,893115.0,-6462073.0,-5566865.0,,,,,-5566865.0,12891562.0,7324697.0,,,,,,5298471.0,18817916.0,24116387.0,9789380.0,14327007.0,14533408.0,-206401.0,1424326.0,1217925.0,165.0,1217760.0,0.69351,1348091.0,1235.0
761432,60023,ST. MARYS HOSPITAL & MEDICAL CENTER,2635 NORTH 7TH STREET,GRAND JUNCTION,CO,81502-1628,MESA,24300.0,R,STH,1,1,1/1/2022,12/31/2022,1622.9,25.61,,14077.0,10053.0,56308.0,237.0,86505.0,,2839.0,1250.0,11131.0,261.0,,12025.0,5821.0,43129.0,171.0,62415.0,,2839.0,1250.0,11131.0,7441877.0,10525034.0,10190983.0,36796978.0,178864184.0,375512313.0,24447103.0,424044589.0,879090779.0,806582981.0,1685673760.0,31839302.0,,178864184.0,28025199.0,40622.0,368854.0,180618201.0,-95641815.0,672838.0,498497155.0,,67154811.0,924518426.0,1844588.0,13914373.0,37506920.0,,,15220640.0,15220640.0,52727560.0,871790866.0,924518426.0,,1770641.0,0.1761,26810355.0,1930431.0,911785304.0,900618878.0,1812404182.0,1258354320.0,554049862.0,615134275.0,-61084413.0,107580274.0,46495861.0,45430936.0,1064925.0,0.251558,43903026.0,389350.0
761441,181327,MARSHALL COUNTY HOSPITAL,615 OLD SYMSONIA RD,BENTON,KY,42025,MARSHALL,99918.0,R,CAH,1,9,1/1/2022,12/31/2022,160.08,,,851.0,39.0,1664.0,25.0,9125.0,,233.0,3.0,450.0,25.0,,572.0,6.0,1103.0,21.0,7665.0,,233.0,3.0,450.0,9691.0,1276609.0,925983.0,925983.0,9984025.0,15833388.0,1244905.0,22662806.0,4046104.0,26369116.0,30415220.0,,,,,,,6756658.0,-4203324.0,6223822.0,23383619.0,,,42069580.0,967684.0,1540161.0,6109666.0,,16045000.0,,16045000.0,22154666.0,21633446.0,43788112.0,,,,,,4046104.0,27997901.0,32044005.0,14075259.0,17968746.0,25817413.0,-7848667.0,7726402.0,-122265.0,1532744.0,-1655009.0,0.745114,3620459.0,
761443,181332,FLEMING COUNTY HOSPITAL,920 ELIZABETH AVE,FLEMINGSBURG,KY,41041,FLEMING,99918.0,R,CAH,1,4,8/1/2022,7/31/2023,77.52,,,1154.0,12.0,3103.0,25.0,9125.0,,101.0,11.0,440.0,25.0,,386.0,12.0,1070.0,25.0,9125.0,,101.0,11.0,440.0,161044.0,968876.0,404773.0,404773.0,5977721.0,12277157.0,516242.0,15908090.0,13242731.0,55532946.0,68775677.0,,,,,,,2435929.0,,,3907846.0,171281.0,1003700.0,25334176.0,323405.0,645085.0,1829356.0,-1874843.0,438612.0,,-1436231.0,393125.0,24941051.0,25334176.0,,,,,,13223427.0,55552248.0,68775675.0,47957533.0,20818142.0,19560563.0,1257579.0,3654282.0,4911861.0,,4911861.0,0.231304,3816373.0,
761446,241356,MILLE LACS HOSPITAL,200 NORTH ELM ST,ONAMIA,MN,56359-,MILLE LACS,33460.0,R,CAH,1,2,10/1/2021,9/30/2022,237.76,,,948.0,8.0,2050.0,18.0,6570.0,,140.0,2.0,319.0,85.0,,693.0,8.0,1589.0,18.0,6570.0,,140.0,2.0,319.0,197358.0,1319549.0,863147.0,5273573.0,25091453.0,24661394.0,2486043.0,42596952.0,20934654.0,63354547.0,84289201.0,,,,,,,6219491.0,,,15338532.0,,16932837.0,57022078.0,,1848472.0,5290581.0,,30814230.0,,30814230.0,36104811.0,20917267.0,57022078.0,,,,,,21778038.0,70936542.0,92714580.0,48963332.0,43751248.0,51072396.0,-7321148.0,3580020.0,-3741128.0,,-3741128.0,0.505367,4856314.0,
761448,271300,NORTHEAST MONTANA HEALTHCARE-POPLAR,COURT AVE,POPLAR,MT,59255,ROOSEVELT,99927.0,R,CAH,1,2,7/1/2022,6/30/2023,28.68,,,96.0,585.0,845.0,20.0,7300.0,,36.0,102.0,186.0,20.0,,96.0,240.0,420.0,20.0,7300.0,,36.0,102.0,186.0,291418.0,,291418.0,291418.0,3086085.0,4692296.0,559484.0,11624317.0,1822549.0,15878952.0,17701501.0,,,,,,,19121448.0,-9751128.0,,28525535.0,3628881.0,9871295.0,54483749.0,1582027.0,4236354.0,9061041.0,6143778.0,,1807559.0,7951337.0,17012378.0,37471371.0,54483749.0,,,,,,1822549.0,18074778.0,19897327.0,7194718.0,12702609.0,12091489.0,611120.0,27834448.0,28445568.0,26885317.0,1560251.0,0.656685,4712746.0,
761449,290008,NORTHEASTERN NEVADA REGIONAL HOSPITA,2001 ERRECART BOULEVARD,ELKO,NV,89801,ELKO,99929.0,R,STH,1,4,7/1/2022,6/30/2023,208.25,,,2092.0,1331.0,4908.0,59.0,21535.0,,707.0,406.0,1993.0,59.0,,1877.0,897.0,3290.0,52.0,18980.0,,707.0,406.0,1993.0,642228.0,8387099.0,2461721.0,10221734.0,20445162.0,47045806.0,2015921.0,50605822.0,86550609.0,154674792.0,241225401.0,4000901.0,,20445162.0,4510961.0,,,12430857.0,,,15120452.0,1020021.0,5749762.0,80332320.0,1856865.0,1556760.0,6122693.0,-473098852.0,1252468.0,,-471846384.0,-465723691.0,546056011.0,80332320.0,,158983.0,0.1054,,,85640176.0,163701960.0,249342136.0,165179460.0,84162676.0,71140381.0,13022295.0,706447.0,13728742.0,,13728742.0,0.209786,3284340.0,
761463,362015,GRACE HOSPITAL,2307 WEST 14 STREET,CLEVELAND,OH,44113-,CUYAHOGA,17460.0,U,LTCH,2,2,7/1/2022,6/30/2023,39.81,,,1341.0,236.0,2739.0,17.0,6205.0,,67.0,14.0,136.0,17.0,,1341.0,236.0,2739.0,17.0,6205.0,,67.0,14.0,136.0,,,,,3047939.0,5510787.0,855172.0,7254700.0,13045226.0,,13045226.0,,,,,,,3076412.0,-2097351.0,255118.0,3379513.0,1186118.0,4599299.0,17101183.0,128745.0,764386.0,1947571.0,,146674.0,,146674.0,2094245.0,15006938.0,17101183.0,,,,,,13045226.0,,13045226.0,7367092.0,5678134.0,8558726.0,-2880592.0,1783840.0,-1096752.0,,-1096752.0,,,
761465,364040,MENTAL HEALTH SRVS FOR CLARK COUNTY,474 N YELLOW SPRINGS STREET,SPRINGFIELD,OH,45504,CLARK,44220.0,U,PH,4,2,7/1/2022,6/30/2023,30.24,,,323.0,285.0,4221.0,16.0,5840.0,,32.0,41.0,609.0,16.0,,323.0,285.0,4221.0,16.0,5840.0,,32.0,41.0,609.0,,,,,7795965.0,5160679.0,620372.0,3493528.0,21901736.0,,21901736.0,,,,,,,5008598.0,-4422273.0,,5514153.0,,2293856.0,25565535.0,644448.0,,1968912.0,,1757551.0,,1757551.0,3726463.0,21839072.0,25565535.0,,,,,,36634276.0,,36634276.0,26882174.0,9752102.0,12956644.0,-3204542.0,4163406.0,958864.0,,958864.0,,,
761466,364054,GBH - GENEVA,60 WEST STREET,GENEVA,OH,44041,ASHTABULA,99936.0,R,PH,4,4,1/1/2022,12/31/2022,31.6,,,1942.0,10.0,5732.0,20.0,7300.0,,115.0,1.0,358.0,20.0,,1942.0,10.0,5732.0,20.0,7300.0,,115.0,1.0,358.0,,,,,2144570.0,2102847.0,150893.0,3906041.0,18082140.0,,18082140.0,,,,,,,1088921.0,,-8190.0,861166.0,231397.0,520660.0,4995597.0,133144.0,90866.0,357251.0,,,1770017.0,1770017.0,2127268.0,2868329.0,4995597.0,,,,,,18082140.0,254243.0,18336383.0,12705604.0,5630779.0,4247417.0,1383362.0,21.0,1383383.0,,1383383.0,,,
761468,364063,GEORGETOWN BEHAVIORAL HOSPITAL,425 HOME STREET,GEORGETOWN,OH,45121-1407,BROWN,17140.0,U,PH,4,4,7/1/2022,6/30/2023,36.18,,,929.0,,3144.0,24.0,8760.0,,65.0,,301.0,24.0,,929.0,,3144.0,24.0,8760.0,,65.0,,301.0,,,,,2106851.0,2609752.0,35604.0,3470988.0,4717500.0,,4717500.0,,,,,,,539853.0,,,562196.0,32287.0,117105.0,697850.0,36134.0,89778.0,2103414.0,,,6969823.0,6969823.0,9073237.0,-8375387.0,697850.0,,,,,,5047073.0,,5047073.0,3007950.0,2039123.0,4716603.0,-2677480.0,1511.0,-2675969.0,,-2675969.0,,,
761471,393304,THE CHILDRENS HOME OF PITTSBURGH,5618 KENTUCKY AVENUE,PITTSBURGH,PA,15232,,,,CH,7,2,7/1/2022,6/30/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
761472,394043,CLARION PSYCHIATRIC HOSPITAL,2 HOSPITAL DRIVE,CLARION,PA,16214,CLARION,99939.0,R,PH,4,4,7/1/2022,6/30/2023,161.8,,,948.0,1727.0,28811.0,112.0,40880.0,,59.0,151.0,2347.0,112.0,,948.0,1727.0,28811.0,112.0,40880.0,,59.0,151.0,2347.0,,,1581.0,1581.0,10791036.0,11387290.0,863961.0,17257402.0,58198220.0,881540.0,59079760.0,,,,,,,4027699.0,,,4229721.0,,2808872.0,17862443.0,895145.0,,-108716654.0,,,,,-108716654.0,126579097.0,17862443.0,,,,,,58198220.0,881540.0,59079760.0,31284611.0,27795149.0,21536106.0,6259043.0,955726.0,7214769.0,,7214769.0,0.218469,,
761474,440049,METHODIST H/C MEMPHIS HOSPT.,1265 UNION AVENUE,MEMPHIS,TN,38104,SHELBY,32820.0,U,STH,1,1,1/1/2022,12/31/2022,7602.0,275.79,,65134.0,46507.0,353883.0,1314.0,479610.0,,10191.0,10956.0,52855.0,1348.0,,45641.0,24362.0,215283.0,901.0,328865.0,,10191.0,10956.0,52855.0,131974463.0,12247177.0,135277410.0,275146326.0,791221098.0,1124197432.0,100663910.0,1547248652.0,3607382162.0,2946197345.0,6553579507.0,106743913.0,,791221098.0,109572261.0,,23829.0,168644740.0,,,188510952.0,389496087.0,635135268.0,981550132.0,55485726.0,-19066144.0,99866423.0,,460993.0,2472585.0,2933578.0,102800001.0,878750131.0,981550132.0,,8363905.0,0.2788,112290048.0,10842837.0,3605923866.0,3263770676.0,6869694542.0,5151066604.0,1718627938.0,1915418530.0,-196790592.0,158979663.0,-37810929.0,,-37810929.0,0.236092,203441867.0,1234578.0
761495,30121,MOUNTAIN VISTA MEDICAL CENTER,1301 S. CRISMON ROAD,MESA,AZ,85209,MARICOPA,38060.0,R,STH,1,6,7/1/2022,6/30/2023,716.62,40.63,,4680.0,2953.0,30569.0,162.0,55914.0,,1318.0,347.0,6977.0,182.0,,3823.0,1598.0,24481.0,132.0,44964.0,,1318.0,347.0,6977.0,2344056.0,5012592.0,3206482.0,3206482.0,63526214.0,162622395.0,5589275.0,187226412.0,525741261.0,579900746.0,1105642007.0,10156968.0,,63526214.0,8389043.0,,594718.0,90693221.0,-31048810.0,-284349.0,78832106.0,1412263.0,23982488.0,225589286.0,4798604.0,278385.0,55435292.0,,150515576.0,79546163.0,230061739.0,285497031.0,-59907745.0,225589286.0,,741475.0,0.1786,24784197.0,2409550.0,525741261.0,579900746.0,1105642007.0,881789226.0,223852781.0,226148609.0,-2295828.0,5005627.0,2709799.0,,2709799.0,0.169337,25601959.0,
761496,34013,ST. LUKES BEHAVIORAL HEALTH CENTER,1800 EAST VAN BUREN STREET,PHOENIX,AZ,85006,MARICOPA,38060.0,U,PH,4,6,6/1/2022,5/31/2023,221.77,,,2366.0,11376.0,37100.0,127.0,46355.0,,205.0,1236.0,4160.0,127.0,,2366.0,11376.0,37100.0,127.0,46355.0,,205.0,1236.0,4160.0,,,,,16816602.0,25000313.0,1091144.0,38686452.0,102963589.0,5853065.0,108816654.0,,,,,,,11410125.0,-4756953.0,,7079720.0,18489.0,1095064.0,43262290.0,743875.0,,6121562.0,,35987917.0,-84135323.0,-48147406.0,-42025844.0,85288134.0,43262290.0,,,,,,102963589.0,5853065.0,108816654.0,71089283.0,37727371.0,41816915.0,-4089544.0,1122920.0,-2966624.0,,-2966624.0,,,
761523,161326,MADISON COUNTY MEMORIAL HOSPITAL,300 HUTCHINGS,WINTERSET,IA,50273,MADISON,19780.0,R,CAH,1,9,7/1/2022,6/30/2023,114.5,,,805.0,6.0,1197.0,25.0,9125.0,,131.0,3.0,195.0,25.0,,420.0,6.0,603.0,25.0,9125.0,,131.0,3.0,195.0,307544.0,635576.0,660453.0,878248.0,12294376.0,15681178.0,2099944.0,27026299.0,2851485.0,42768579.0,45620064.0,,,,,,,2740330.0,-688071.0,99853.0,15189075.0,11603556.0,6833085.0,51416591.0,1241934.0,189548.0,3081737.0,6048515.0,,10206918.0,16255433.0,19337170.0,32079421.0,51416591.0,,,,,,2892441.0,45134603.0,48027044.0,22408186.0,25618858.0,27975554.0,-2356696.0,5136975.0,2780279.0,635576.0,2144703.0,0.592421,3301955.0,
761545,270017,SAINT JAMES HEALTHCARE,400 SOUTH CLARK,BUTTE,MT,59701,SILVER BOW,99927.0,R,STH,1,1,1/1/2022,12/31/2022,393.95,,,5076.0,2687.0,12448.0,69.0,25185.0,,1040.0,622.0,2857.0,69.0,,4435.0,2237.0,10391.0,58.0,21170.0,,1040.0,622.0,2857.0,1708094.0,1891707.0,2249802.0,2249802.0,39875807.0,110356482.0,6621791.0,120947074.0,160849232.0,273249539.0,434098771.0,9263532.0,,39875807.0,7460339.0,,,36473642.0,-18368456.0,172987.0,60834923.0,,24794805.0,158958506.0,486095.0,5059138.0,14292913.0,,,1577662.0,1577662.0,15870575.0,143087931.0,158958506.0,,417755.0,0.1268,4501386.0,,164958185.0,309824028.0,474782213.0,310240189.0,164542024.0,177532170.0,-12990146.0,21875171.0,8885025.0,8146656.0,738369.0,0.278616,10317234.0,564490.0
761548,312014,MATHENY SCHOOL & HOSPITAL,MAIN STREET,PEAPACK,NJ,7977,SOMERSET,35154.0,U,LTCH,5,2,7/1/2022,6/30/2023,543.3,,,,19909.0,36096.0,101.0,36865.0,,2.0,18.0,49.0,101.0,,,19909.0,36096.0,101.0,36865.0,,2.0,18.0,49.0,,,,,37767443.0,20056820.0,1152732.0,40804835.0,41573903.0,356518.0,41930421.0,,,,,,,18793430.0,,441070.0,21215418.0,4451099.0,,73240741.0,,208175.0,8062929.0,,7608877.0,,7608877.0,15671806.0,57568935.0,73240741.0,,,,,,37960463.0,,37960463.0,,37960463.0,57824263.0,-19863800.0,,-19863800.0,,-19863800.0,0.973156,,
761550,351311,LISBON AREA HEALTH SERVICES,905 MAIN,LISBON,ND,58054,RANSOM,99935.0,R,CAH,1,2,7/1/2022,6/30/2023,49.85,,,592.0,4.0,3031.0,25.0,9125.0,,68.0,1.0,118.0,25.0,,216.0,4.0,347.0,25.0,9125.0,,68.0,1.0,118.0,354037.0,438189.0,619507.0,965790.0,4028193.0,8320586.0,830801.0,11019385.0,3945640.0,13832675.0,17778315.0,,,,,,,5314568.0,-3723523.0,,7845403.0,937122.0,6841559.0,14395926.0,303419.0,356190.0,611939.0,,,12896.0,12896.0,624835.0,13771091.0,14395926.0,,,,,,3945640.0,15031377.0,18977017.0,7719493.0,11257524.0,12348779.0,-1091255.0,450338.0,-640917.0,,-640917.0,0.619822,588175.0,
761551,351324,MERCY HOSPITAL OF VALLEY CITY,570 CHAUTAQUA BOULEVARD,VALLEY CITY,ND,58072,BARNES,99935.0,R,CAH,1,1,7/1/2022,6/30/2023,63.14,,,1891.0,501.0,2767.0,25.0,9125.0,,173.0,8.0,361.0,25.0,,597.0,57.0,807.0,25.0,9125.0,,173.0,8.0,361.0,323605.0,503677.0,586840.0,758940.0,3877874.0,9438970.0,574725.0,12306279.0,5694234.0,17198373.0,22892607.0,,,,,,,6800223.0,-4243960.0,,12422864.0,549801.0,7894700.0,48920191.0,320465.0,27812.0,2069123.0,,,10017.0,10017.0,2079140.0,46841051.0,48920191.0,,,,,,5910866.0,18443530.0,24354396.0,11141860.0,13212536.0,13316844.0,-104308.0,496631.0,392323.0,,392323.0,0.537566,935520.0,
761558,450804,TEXAS ORTHOPEDIC HOSPITA,7401 SOUTH MAIN STREET,HOUSTON,TX,77030,HARRIS,26420.0,U,STH,1,5,1/1/2022,12/31/2022,394.82,1.15,,2284.0,,6339.0,42.0,16863.0,,1188.0,,3495.0,42.0,,2284.0,,6339.0,42.0,16863.0,,1188.0,,3495.0,526518.0,2704830.0,770020.0,770020.0,30570967.0,97431255.0,5416082.0,115514072.0,697968851.0,899762734.0,1597731585.0,7256437.0,,30588702.0,,,,38485342.0,-5723407.0,,39779982.0,31725291.0,28963464.0,105611337.0,3571269.0,1378761.0,24011237.0,,2180985.0,47118215.0,6968249.0,30979486.0,74631851.0,105611337.0,,,,8165862.0,,697921396.0,899810188.0,1597731584.0,1359884658.0,237846926.0,127743953.0,110102973.0,4175075.0,114278048.0,6.0,114278042.0,0.072299,3156661.0,69273.0
761568,41306,COMM MEDICAL CENTER OF CALICO ROCK,PARK ST,CALICO ROCK,AR,72519,IZARD,99904.0,R,CAH,1,2,7/1/2022,8/14/2022,4.97,,,63.0,,111.0,25.0,1125.0,,7.0,,13.0,25.0,,39.0,,66.0,25.0,1125.0,,7.0,,13.0,,,,26720.0,290412.0,397998.0,,576425.0,311451.0,865269.0,1176720.0,,,,,,,265486.0,,,1788044.0,,300000.0,1788044.0,,265486.0,3031205.0,,,,,3031205.0,-1243161.0,1788044.0,,,,,,324194.0,876317.0,1200511.0,211425.0,989086.0,688410.0,300676.0,967062.0,1267738.0,,1267738.0,0.489857,7423.0,
761572,100106,DOCTORS MEMORIAL,333 BYRON BUTLER PARKWAY,PERRY,FL,32347,TAYLOR,99910.0,R,STH,1,2,6/1/2022,5/31/2023,145.68,,,548.0,25.0,1664.0,48.0,17520.0,,123.0,5.0,372.0,48.0,,370.0,25.0,1206.0,42.0,15330.0,,123.0,5.0,372.0,475483.0,2862781.0,1616894.0,1958660.0,10152376.0,12819448.0,-75651.0,20524917.0,3643246.0,47737036.0,51380282.0,1651843.0,237868.0,10184920.0,315819.0,,,6384370.0,-4689287.0,1559921.0,8204369.0,,,11564596.0,1380745.0,,1792708.0,,,194999.0,194999.0,1987707.0,9576889.0,11564596.0,,7640.0,0.0421,,,3643246.0,49172182.0,52815428.0,34456694.0,18358734.0,22971824.0,-4613090.0,3733143.0,-879947.0,,-879947.0,0.399471,1662374.0,
761589,214020,J KENT MCNEW FAMILY MEDICAL CENTER,175 HARRY S TRUMAN PARKWAY,ANNAPOLIS,MD,21401,ANNE ARUNDEL,12580.0,U,PH,4,2,7/1/2022,6/30/2023,52.5,,,550.0,,5164.0,16.0,5840.0,,56.0,,688.0,16.0,,550.0,,5164.0,16.0,5840.0,,56.0,,688.0,,,,,4926248.0,3798890.0,781540.0,8303010.0,8003468.0,858939.0,8862407.0,,,,,,,832000.0,,,1006000.0,,1659000.0,26635000.0,169000.0,,29274000.0,,,,,29274000.0,-2639000.0,26635000.0,,,,,,8003468.0,858939.0,8862407.0,1645104.0,7217303.0,8725138.0,-1507835.0,335776.0,-1172059.0,,-1172059.0,,,
761614,450028,VALLEY BAPTIST MED CNTR BROWNSVILLE,1040 WEST JEFFERSON STREET,BROWNSVILLE,TX,78520,CAMERON,15180.0,U,STH,1,4,5/1/2022,4/30/2023,662.4,,,6863.0,6751.0,50573.0,240.0,87600.0,,1294.0,983.0,10335.0,240.0,,5938.0,4293.0,38055.0,180.0,65700.0,,1294.0,983.0,10335.0,13897433.0,24831911.0,15985483.0,16341614.0,63950590.0,101079405.0,7475736.0,155276954.0,1422202637.0,877607158.0,2299809795.0,10595992.0,,63574613.0,2042537.0,,,143180423.0,-116864829.0,-6862150.0,22213320.0,,41123579.0,82680488.0,985970.0,2330710.0,18262704.0,2355800.0,,136448.0,2492248.0,20754952.0,61925536.0,82680488.0,,1440674.0,0.4168,23213300.0,,1428703727.0,880418518.0,2309122245.0,2106695256.0,202426989.0,165030138.0,37396851.0,317146.0,37713997.0,,37713997.0,0.067517,45824931.0,60504.0
